source_id,research_question,mechanism,method,main_findings,mathematics,limitations,implementation_details,supports,weakens,math_relevance,verification,review_status,evidence_confidence
ke-2026-quine,Can operating-system process semantics replace part of an application-level agent orchestrator?,"Agents map to POSIX processes: PID identity, streams and exit status as interface, process memory and filesystem as state, and fork-exec-exit as lifecycle.","Architecture paper plus reference implementation analyzes recursive delegation, renewal, shell composition, isolation, and the limits of process semantics.","The design inherits mature isolation, scheduling, composition, and resource-control primitives from the kernel. || It also shows that processes do not supply a complete cognitive runtime, especially task-relative worlds and revisable time.",The mapping is a labeled transition and process-algebra perspective; the paper proves no end-task performance advantage.,"Single POSIX design, limited empirical benchmarking, operating-system isolation is configurable rather than absolute, and non-POSIX platforms differ.","Use OS processes as a trusted lifecycle substrate while specifying cognition, context, and rollback above that boundary.",Some harness responsibilities can be delegated to mature systems primitives.,"Claims that a process abstraction alone solves memory, evaluation, or semantic rollback.","Provides unusually crisp operational semantics for identity, communication, and lifecycle.","Abstract, POSIX mapping, reference architecture, delegation examples, boundary analysis, and conclusion checked in the local PDF.",fully-reviewed,medium
schmidhuber-2003-godel-machines,Can a self-referential problem solver make a self-rewrite whose utility is provably better than continuing its current computation?,"An embedded proof searcher tests proof techniques for a target theorem comparing immediate execution of switchprog with continued proof search; switchprog may rewrite any part of the machine, including the proof searcher.",Formal construction and relative-optimality proof in a self-referential axiomatic system; no empirical agent evaluation.,"Theorem 4.1 makes each executed rewrite globally optimal relative to the encoded utility, axioms, hardware model, and current proof-search alternative. || The theorem is conditional: it neither promises that a useful proof exists nor that proof search finds one within a practical budget.","The gate proves E[u | execute switchprog now] > E[u | continue search], where both branches include their downstream self-modifications. Theorem 4.1 assumes a formalizable u and consistency of axiom system A; the proof argues that waiting for another proof is already represented in the rejected branch.",Soundness about the external world is only as good as A; incompleteness and proof-search cost can prevent useful changes; constants and formalization burden are severe; globally optimal is frequently overquoted without its relative qualifier.,"Use a small decidable rewrite language, an immutable proof checker, explicit cost and utility axioms, and reject on unknown; combine the proof gate with empirical validation for properties not formalized in A.",A proof-carrying harness update can have a conditional non-regression guarantee inside a restricted formal model.,"The memed claim that a Goedel machine guarantees practical, open-world, or continually discovered optimal self-improvement.","Provides the formal comparison between executing an edit and preserving the incumbent, plus a precise example of theorem status depending on an encoded world model.","Local PDF pp. 11-12, Section 4.1 and Theorem 4.1 checked; limitations and proof-search qualifications checked in Sections 2, 5, and 6.7.",skimmed,medium
cawley-2010-model-selection-overfitting,Can optimization over a noisy model-selection criterion overfit that criterion and bias subsequent performance estimates?,"Hyperparameters are repeatedly chosen to minimize finite-sample validation or cross-validation error; the same noise becomes a search target, creating second-level overfitting.",Synthetic regression over 1000 realizations plus kernel-method comparisons on thirteen benchmark datasets and analysis of internal versus external cross-validation protocols.,"On the synthetic task, four-fold cross-validation error decreased monotonically while true test MSE began rising after roughly 30-40 optimization iterations. || Across the thirteen datasets, a more flexible ARD kernel often lost to its nested RBF special case, and non-nested evaluation produced optimistic selection bias; model selection must be nested inside performance evaluation.","Let \hat R_J(\lambda) be a resampling estimate and \lambda^*=argmin_\lambda \hat R_J(\lambda); unbiasedness of each fixed \hat R_J(\lambda) does not imply unbiasedness of \hat R_J(\lambda^*). Nested or internal CV estimates the risk of the whole mapping D -> \lambda^*(D), rather than treating the selected \lambda^* as fixed.",This is empirical and methodological rather than a universal concentration theorem; the models and mainly small tabular benchmarks predate LLM agents; nested CV can be costly and still depends on iid and protocol assumptions.,"Wrap the complete harness search, including prompt selection and stopping, inside the inner fold; reserve outer folds or a locked test set for estimating the selected procedure, not merely its final artifact.","Harness variants can overfit an evaluator even when individual scores appear reasonable, so the search loop is part of the object under evaluation.",The claim that an unbiased per-candidate validation estimator makes best-of-many harness selection unbiased.,Gives the second-level-risk decomposition and motivates nested estimators for an optimizer-plus-evaluator pair.,"Local PDF pp. 6-7, Figure 2; pp. 13-14, Table 2; and pp. 16-24, internal/external protocols and Tables 4-8 checked.",skimmed,high
dwork-2015-adaptive-holdout,How can a finite holdout be reused adaptively while preserving statistical validity?,Thresholdout limits information leakage through differential privacy and noisy threshold feedback; SparseValidate exploits short transcripts; approximate max-information unifies both routes.,"Theoretical analysis for adaptive statistical procedures on iid samples, plus a synthetic demonstration of ordinary holdout overfitting.","Thresholdout can validate exponentially many queries in n when the number of detected overfitting events is at most quadratic in n under its parameter regime. || Low-sensitivity private feedback and bounded-description transcripts preserve generalization, but only with explicit privacy, sensitivity, and sampling assumptions.","For pure epsilon-DP A and S~P^n, Theorem 20 gives I_inf^beta(S;A(S)) <= log(e)[epsilon^2 n/2 + epsilon sqrt(n ln(2/beta)/2)]. A B-bit transcript induces at most 2^B branches, so a fixed-procedure failure probability beta is at most 2^B beta after a direct union bound.",Results assume iid data and the specified algorithmic channel; statistical-query guarantees require bounded range or sensitivity; privacy noise and threshold budgets reduce feedback utility; arbitrary code-execution benchmarks do not automatically fit the query model.,"Keep development data open, expose the holdout only through a versioned low-information gate, budget threshold crossings, record the whole feedback transcript, and use fresh audit data for final reporting.",A reusable harness evaluator must control information released to the adaptive generator rather than relying only on secrecy.,The claim that a hidden benchmark remains an independent test set after repeated exact-score feedback.,Supplies high-probability adaptive-generalization machinery via max-information and a quantitative feedback-capacity lens.,"Local PDF full version, Sections 3-4, Theorem 20 on pp. 12-13, and Thresholdout guarantees on pp. 14-18 checked.",skimmed,high
blum-2015-ladder,Can a public leaderboard report useful progress to an adaptive sequence of submissions without rapidly overfitting the holdout?,"The Ladder reports a rounded score only when a submission beats the running best by a step eta, thereby bounding the depth and description length of the adaptive transcript.","Theoretical leaderboard analysis for iid samples and bounded loss, adversarial-attack analysis, and experiments on Kaggle submission files.","The Ladder controls error of the reported running best for fully adaptive submissions. || With a tuned eta its leaderboard error is O((log(kn)/n)^(1/3)), but it does not provide valid estimates for every submitted candidate.","Theorem 3.1 states P(|min_{i<=t} R_D(f_i)-R_t| > epsilon+eta) <= exp[-2 epsilon^2 n + (1/eta+2)log(4t/eta)+1] for t<=k, iid sample size n, and loss in [0,1]. The proof encodes the adaptive tree and applies Hoeffding plus a union bound.","The cube-root rate is weaker than fresh fixed-candidate estimation; the guarantee targets only the best-so-far scalar score; rich diagnostics, patches, traces, or exact per-task feedback can leak much more; later randomized mechanisms can improve rates.","Publish only material rounded improvements, retain the incumbent score otherwise, predeclare eta, and do not expose per-instance failures from the protected set.",A promotion leaderboard can provide sparse improvement feedback with an explicit adaptive-validity guarantee.,The practice of returning exact full diagnostics for every harness attempt while treating the board as statistically untouched.,Provides a finite-sample bridge from transcript compression to an adaptive leaderboard error bound.,"Local PDF pp. 3-7, bounded-loss setup, Algorithm Ladder, Theorem 3.1, Claim 3.2, and proof checked.",skimmed,high
laroche-2019-spibb,When can an offline reinforcement-learning policy improve on a deployed baseline without unacceptable degradation?,SPIBB constrains a candidate policy to copy baseline policy pi_b on state-action pairs with count below N_Lambda and optimizes only in sufficiently covered regions.,"Finite discounted-MDP theory, convergence and safe-improvement proofs, and experiments on random MDPs and a helicopter task.","Pi_b-SPIBB converges to the constrained optimum in the maximum-likelihood MDP. || With probability 1-delta, its true return is at least baseline return minus an explicit zeta; this is approximate safety, not guaranteed strict improvement.","Theorem 2 gives rho(pi_SPIBB,M*) >= rho(pi_b,M*)-zeta, where zeta = [4V_max/(1-gamma)]sqrt[(2/N_Lambda)log(2|X||A|2^{|X|}/delta)] - rho(pi_SPIBB,M_hat)+rho(pi_b,M_hat). Assumptions include a finite discounted MDP, offline counts, the MLE model, and the baseline constraint set.",The bound can be loose or vacuous and permits zeta degradation; software-agent states and actions are enormous and aliased; logged behavior may not give coverage; side effects and distribution shift violate the finite stationary MDP abstraction.,"Map only a restricted harness controller to states and actions, retain baseline behavior in low-count regions, choose N_Lambda before evaluation, and report zeta or empirical coverage rather than saying safe without qualification.",Baseline fallback is a principled mechanism for restricting self-changes where evidence is sparse.,The claim that an unconstrained new agent policy is safe because its offline average score is higher.,Adds a coverage-dependent alternative to fixed-class validation and clarifies that non-regression guarantees can be one-sided and approximate.,"Local PDF pp. 2-3, Theorems 1-2 and Equation 35; Appendix A.3 proof and empirical safety discussion checked.",skimmed,high
howard-2021-confidence-sequences,How can uncertainty be quantified uniformly over time so that monitoring and optional stopping remain valid?,"Nonnegative supermartingales, Ville's inequality, stitching, and mixture boundaries produce confidence sequences that cover simultaneously at all times.","General nonparametric, nonasymptotic theory for scalar and matrix adapted processes, with empirical-Bernstein and other concrete boundaries.","A confidence sequence satisfies simultaneous coverage over an unbounded horizon and therefore remains valid at arbitrary stopping times. || Stitched and mixture boundaries adapt to intrinsic variance, but their validity is tied to a declared adapted process and sub-psi condition.","A confidence sequence obeys P(for all t>=1: theta_t in CI_t)>=1-alpha. If exp{lambda S_t-psi(lambda)V_t} is dominated by a nonnegative supermartingale, a linear uniform boundary is u(v)=log(l_0/alpha)/lambda + psi(lambda)v/lambda; stitching yields curved boundaries of order sqrt[V_t log log V_t] in sub-Gaussian cases.",One confidence sequence does not correct selection among an adaptively expanded family; dependence and conditional-mgf assumptions must hold; unbounded or heavy-tailed losses need different constructions; boundaries can be conservative early.,"For a prespecified incumbent-candidate paired-loss stream, maintain an anytime upper confidence bound on the mean difference and promote only when it is below a negative margin; allocate alpha across candidates or use a joint supermartingale.","Harness trials may stop when evidence is sufficient without invalidating a fixed-horizon interval, provided the sequential process was specified correctly.",Repeated peeking at ordinary fixed-n confidence intervals or p-values and stopping at the first favorable result.,Provides the optional-stopping-safe statistical gate needed for cost-aware sequential harness evaluation.,"Local PDF Definition 1 and sub-psi construction on pp. 4-5, Lemma 1 on p. 6, stitched Theorem 1 on pp. 7-8, and confidence-sequence definition in Section 1 checked.",skimmed,high
khattab-2023-dspy,Can declarative LM programs be compiled into effective prompts and demonstrations without hand-tuning every call?,"A compiler treats signatures, modules, demonstrations, and instructions as editable program parameters and searches them against a development metric.","The paper implements typed signatures and composable modules, then uses teleprompters that bootstrap successful traces and perform random search over prompt and demonstration candidates on held-out development examples.","Source-reported Tables 1–2 show compilation can move GSM8K configurations from roughly 4–20% to 49–88%, depending on the LM and program, and also improves HotPotQA retrieval-and-reasoning programs. || These are joint effects of program structure, demonstrations, instructions, and search; the paper does not isolate a universal compiler effect or independently reproduce the gains here.","The operative problem is finite black-box optimization, theta-star in argmax over candidate program parameters of an empirical development metric; no convergence or generalization theorem is proved.","Many cells change the program, compiler, demonstrations, and model together; selection uses 10–20 trials on roughly 150–300 validation items; dated LM versions and task-specific metrics limit transportability.","Declare an LM pipeline as signatures and modules, compile bootstrapped execution traces into few-shot demonstrations, optionally generate instructions, score candidates on a development set, and deploy the selected program unchanged on test.","Prompts and demonstrations are legitimate persistent harness state, and modular compilation can substantially change fixed-model behavior.","A headline gain from compilation cannot be attributed to any single harness component, and repeated development-set search is not sealed-test evidence.",Provides a clean empirical-risk-minimization abstraction for prompt-program compilation and a natural place to study selection bias versus candidate count.,"Local PDF abstract, Sections 2–4, Tables 1–2, optimization descriptions, and limitations were checked; values are source-reported and were not rerun.",skimmed,high
fernando-2023-promptbreeder,Can an evolutionary process improve task prompts while simultaneously evolving the mutation prompts that generate variants?,"Two coupled populations evolve task prompts and mutation operators through tournament selection, mutation, crossover-like operations, and fitness on sampled training batches.","PromptBreeder initializes task and mutation prompts, repeatedly selects candidates by tournament on random batches, applies zero-order and self-referential mutations, and returns the best task prompt for evaluation.","Source-reported Table 1 gives PaLM-2-L PromptBreeder scores of 99.7 MultiArith, 96.4 SingleEq, 87.8 AddSub, 90.2 SVAMP, 71.8 StrategyQA, 85.4 CommonsenseQA, 62.2 AQuA, and 83.9 GSM8K; the reported OPRO aggregate comparator is about 80.2. || Comparator model and split choices vary, several tasks use author-created half splits, and no independent replication or confidence intervals establish that co-evolving mutations caused the gains.","Fitness is empirical accuracy f(p;B) on a sampled batch B; tournament selection approximates argmax over a discrete prompt population, without a monotonicity or convergence guarantee.",Mixed or borrowed baseline results weaken direct comparisons; repeated adaptive fitness calls can overfit small training splits; mutation quality and compute are confounded; dispersion across evolutionary runs is incompletely reported.,"Maintain task-prompt and mutation-prompt populations, sample training batches, rank via tournaments, apply mutation operators generated by the LM, preserve elites, and evaluate the selected prompt on the held-out split.",Harness text and even the proposal operator can be optimized jointly by derivative-free search.,"Evolutionary terminology does not by itself demonstrate open-ended self-improvement, and benchmark gains do not isolate the value of self-referential mutations.","Instantiates a stochastic population process whose selection pressure, evaluation noise, and adaptive-overfitting rate can be modeled explicitly.","Local PDF abstract, algorithm, experimental protocol, Table 1, split notes, and limitations were checked; numeric entries remain source-reported.",skimmed,medium
cai-2023-latm,Can a strong LM create reusable tools that let a weaker LM solve structured tasks more accurately and cheaply?,"An offline tool maker turns demonstrations into executable Python utilities, validates and wraps them, while a separate tool user retrieves and calls the cached utilities.","The authors pair GPT-4 as tool maker with GPT-3.5 as tool user on six algorithmic tasks, compare chain-of-thought and tool-use baselines, test tool generation success, and analyze amortized cost.","Source-reported Table 2 shows GPT-3.5 chain-of-thought scores of 66.4/61.6/20.4/59.2/0/18.9 versus LATM 79.7/99.6/92.2/98.3/100/100 across the six tasks; GPT-4 chain-of-thought is 88.8/100/63.6/90.9/0/55.6 versus LATM 86.6/100/87.5/99.1/100/100. || GPT-4 successfully generated tools on only 3/5 and 4/5 harder tool-making cases where GPT-3.5 produced 0/5, so the result supports asymmetric model roles rather than autonomous universal tool creation.","The paper derives an amortization condition comparing one-time maker cost C with per-query savings c, so reuse is favorable after more than roughly C/c queries; the search itself has no correctness guarantee.","Only six structured, code-solvable tasks are studied; validation uses a few demonstrations; executable generated code creates safety risk; the stronger maker model, caching, and tool affordance are major confounds.","Generate Python functions from demonstrations, run validation examples, repair and package successful code, expose it through a dispatcher, and let the weaker user call cached tools on later inputs.",Persistent executable tools can shift capability across model tiers and amortize an expensive optimizer over repeated deployment.,The evidence does not show that the task agent can safely or reliably invent its own tools without a stronger external maker and validators.,Offers an explicit break-even inequality for optimization cost versus repeated-use savings and separates tool-construction from tool-invocation error probabilities.,"Local PDF method, cost analysis, Tables 2 and tool-generation results, dispatcher study, and limitations were checked; no code or benchmark rerun was performed.",skimmed,high
yuan-2023-craft,Can reusable code tools be abstracted from solved examples and retrieved to improve visual and mathematical reasoning?,"An offline pipeline converts LM-generated solutions into generalized functions, validates and deduplicates them, then retrieves a small tool subset through multiple textual views at inference.","CRAFT uses GPT-4 to solve seed examples, abstracts solution code into tools, filters on execution and redundancy, indexes documentation and demonstrations, and compares tool-augmented inference on VQA plus an algebra subset of MATH.","The abstract reports a 43.16% average relative F1 gain over the strongest VQA baselines; Table 3 reports GPT-4 CRAFT SAcc/F1 of 55.6/58.8, 39.0/49.1, and 35.3/44.8 versus ViperGPT 51.4/53.7, 36.7/47.2, and 32.8/42.4 on three datasets. || Tool libraries grow from 261 to 337 to 525 functions as source data expand, but the study does not isolate library size from data coverage or prove transfer beyond code-expressible tasks.","Tool retrieval approximates nearest-neighbor selection over multiple representations, while creation applies empirical acceptance and deduplication predicates; no theorem links library growth to expected risk.",Only MATH algebra is used because of budget; the original problem distribution informs tool validation; GPT-4 creates the assets used later; no uncertainty intervals or executable-code security analysis are supplied.,"Solve seed items with code, abstract successful snippets into parameterized functions, validate and deduplicate them, build multi-view embeddings, retrieve relevant tools, and allow the fixed executor to compose calls.",Offline experience can be compiled into a persistent capability library rather than repeatedly placed verbatim in context.,"Relative percentage headlines overstate small absolute changes in some VQA cells, and success depends on a stronger tool creator plus curated code-friendly domains.","Suggests coverage, retrieval error, and tool-validity terms for decomposing library utility; the paper itself gives empirical rather than theoretical guarantees.","Local PDF abstract, Sections 3–5, Tables 2–3, library-size analysis, MATH sampling note, and limitations were checked; findings are not independently replicated.",skimmed,high
zelikman-2024-stop,Can an LM recursively improve a scaffold program that will be used to improve itself again?,"A fixed LM executes an improver scaffold that proposes successor source code from the previous scaffold, task feedback, and a meta-utility evaluator.","STOP seeds a Python improver, recursively asks it to rewrite itself under a sandbox and time budget, and evaluates sequences on small algorithmic tasks across GPT-4, GPT-3.5, and Mixtral runs.","Across five reported runs, source-reported meta-utility rises for GPT-4 on the learning-parity-with-noise task, while GPT-3.5 and Mixtral frequently degrade; only about 12% of GPT-3.5 runs achieve at least a 3% gain. || Table 2 also records sandbox-circumvention proposals in roughly 0.42–0.46% of GPT-4 and 0.12–0.17% of GPT-3.5 samples among 10,000, directly contradicting a benign-by-default view of recursive scaffold editing.","The recursion is I_t = I_{t-1}(u_hat,I_{t-1},L), with empirical meta-utility used as the selection objective; there is no proof that u_hat is faithful or that the sequence improves monotonically.",Five runs and toy tasks are too small for stable effect estimates; seed quality and timeouts alter rankings; no model weights change; unsafe code proposals show that the sandbox is part of the result.,"Execute candidate improver code in a resource-limited sandbox, score the downstream solutions it produces, retain an edited successor, and repeat while preserving the fixed underlying LM.",Persistent scaffold source is an editable artifact on which recursive improvement can be operationalized.,"The experiment weakens claims of reliable self-improvement: weaker models degrade, gains are sparse, and the outer evaluator and sandbox remain fixed human-engineered anchors.","Provides an explicit recursive program-update equation and a counterexample-rich setting for studying stochastic improvement, stopping, and safety constraints.","Local PDF abstract, recursion definition, experimental sections, five-run plots, Table 2, and limitations were checked; meta-utilities were not reproduced.",skimmed,high
zhang-2024-agentoptimizer,Can an LM improve an agent by editing the functions that define its actions and control logic?,"An optimizer agent proposes add, revise, remove, and rollback operations over Python functions, using execution results on a small development set as feedback.","AgentOptimizer alternates candidate function-library edits with evaluation, accepts useful versions, rolls back failures, and stops early when development performance ceases to improve; GPT-4 and ReAct-style agents are tested on MATH, GAIA, and TabMWP.","Table 1 reports improvement in 11 of 14 MATH model/type cells, including GPT-4+ number 56.3→67.5 and ReAct pre-calculus 53.8→62.5, but also regressions such as GPT-4+ algebra 66.3→65.0 and ReAct algebra 83.8→82.5. || GAIA uses only 10 optimization examples and 100 test examples, rising 16→23 for GPT-4+ and 12→18 for ReAct; TabMWP rises 51→56 and 59→70, so results are promising but noisy and adaptively selected.","The procedure performs greedy black-box maximization of an empirical score J(F;D_dev) over a variable function set F, with rollback and early stopping but no multiple-testing correction or convergence bound.","Development sets are extremely small, model and agent styles vary by cell, regressions occur, search cost and variance are not fully quantified, and generated functions introduce execution and security risks.","Represent actions and control behaviors as editable Python functions, propose one structured edit at a time, run task evaluations, keep or roll back the version, and terminate after a fixed patience window.",A harness function library can be treated as mutable program state and improved through execution-grounded edits.,"Not every domain improves, and tiny repeated development sets undermine claims that accepted edits generalize reliably.",A useful case study in adaptive model selection over program versions; selection optimism and sequential stopping can be analyzed directly.,"Local PDF algorithm, experimental setup, Table 1, ablations, and discussion were checked; quoted changes are source-reported and not rerun.",skimmed,high
zhuge-2024-gptswarm,Can a multi-agent workflow be optimized as a computational graph rather than hand-designed?,Agents are graph nodes and communication choices are differentiable or stochastic edges; node prompts and edge probabilities are optimized with task reward.,"GPTSwarm defines a graph G=(N,E,F,o), applies REINFORCE-style updates to edge distributions, and evaluates graph variants on Mini Crosswords, HumanEval, and GAIA, with separate node and edge optimization studies.","Mini Crosswords rises from 0.465±0.0509 to 0.575±0.0275 after ten iterations, but the same 20 puzzles are used for optimization and evaluation; HumanEval rises 0.76→0.88±0.007 while repeatedly optimizing over the full public set. || The GAIA score 18.45 versus GPT-4-Turbo 9.70 uses no node or edge optimization, but a seven-sample Tree-of-Thought self-consistency system taking about 415 seconds versus 71 seconds; HumanEval optimization costs $28.46 versus $1.61 without optimization.","For edge parameters theta, the paper uses a score-function gradient estimator E[R(G) grad_theta log p_theta(G)] and stochastic gradient ascent; high variance and biased reuse of evaluation tasks are not corrected.","Public evaluation items are reused adaptively, sample sizes are tiny, compute is unequal, GAIA does not test the advertised optimizer, and reported gains cannot distinguish search from ensembling or extra inference.","Encode candidate agents and message routes as a graph, sample discrete edge configurations, execute full workflows, assign scalar task reward, and update edge logits; optional textual optimization edits node prompts.",Graph topology is a genuine optimizable harness variable and policy-gradient machinery can search it.,The most memed headline results are confounded by train-on-test reuse and unequal compute; they are not clean evidence of general graph-optimization benefit.,"Contains the clearest likelihood-ratio estimator in this family and exposes the variance, sample reuse, and cost terms a rigorous analysis must include.","Local PDF formal graph definition, optimization equations, Tables and plots for all three benchmarks, timing/cost appendix, and protocol text were checked; no replication was attempted.",skimmed,high
hu-2024-adas,Can a meta-agent automatically discover new agent programs by searching an open-ended code space?,"A meta-agent mutates executable Python agent code, retrieves inspirations from an archive of prior programs and scores, and preserves high-performing discoveries.","Meta Agent Search iteratively samples code-defined agent systems, executes them on development tasks, stores code/performance in an archive, and evaluates selected designs and transfer under fixed executor models.","Table 1 reports CoT 64.2/28.0/65.4/29.2 and prompt optimization 69.1/30.6/67.6/32.9 versus Meta Agent Search 79.4/53.4/69.6/34.6 on DROP/MGSM and transfer settings; this is +13.6 DROP F1 and +14.4 MGSM points over the listed baselines. || Transfer gains include +25.9 on GSM8K and +13.2 on GSM-Hard, but search cost, unrestricted code generation, archive reuse, and benchmark contamination are not ruled out, and the domains are mostly short-answer reasoning.","The target is A-star in argmax_A E_{x~D}[s(A(x),y)] over executable programs; the implemented archive-guided stochastic search has no completeness, optimality, or generalization theorem.",Open-ended code is unsafe and hard to normalize for compute; the meta-agent sees repeated development feedback; comparisons mix search spaces and budgets; confidence intervals cover sampling but not adaptive selection bias.,"Seed an archive with hand-written agents, prompt the meta-agent with archive exemplars, generate executable code mutations, sandbox and score them, append viable programs, and transfer the selected program without retraining.","Whole-agent code and control flow can be optimized, and archived designs can transfer across related tasks.",The paper does not establish autonomous open-ended improvement or fair superiority over constrained workflow search once search and inference budgets are equalized.,"Formalizes agent design as black-box program optimization and motivates complexity, safety, and adaptive-validation penalties on the search objective.","Local PDF abstract, formal problem, algorithm, Table 1, bootstrap confidence-interval note, transfer study, and limitations were checked; values were not reproduced.",skimmed,high
zhang-2024-aflow,Can common agent workflows be discovered efficiently by Monte Carlo tree search over a constrained operator language?,"A workflow is code assembled from seven reusable operator types; MCTS proposes edits, evaluates candidates repeatedly, and updates node values from task scores.","AFlow runs twenty search rounds with five evaluations per workflow, using an LM to propose workflow code within a fixed operator library, then selects the best validation design for downstream tests.","Table 1 reports, with the same GPT-4o-mini executor, IO 72.8, CoT 74.7, CoT-SC 76.0, ADAS 67.2, and AFlow 80.3 averaged across the reported tasks. || On HumanEval the selected workflow costs $0.0291 per evaluation versus GPT-4o IO at $0.6371, about 4.55%, but that comparison excludes AFlow’s offline search expenditure and therefore is not total-cost evidence.","The objective is W-star=argmax_W G(W,T); MCTS uses empirical mean rewards and an exploration bonus of UCT form to balance candidate expansion and exploitation, without a post-selection risk bound.",Search cost is omitted from deployment-cost headlines; the operator library and proposer prompt are human-designed; development feedback is reused; task-specific workflows and evaluator noise limit external validity.,"Expose generation, ensemble, review, revision, routing, voting, and formatting operators; have an LM emit workflow code, execute candidates several times, update an MCTS tree, and deploy the highest validation scorer.",A constrained workflow DSL can yield strong fixed-model designs with cheaper runtime than simply calling a frontier model.,AFlow’s own same-model results contradict an assumption that open-ended ADAS code search is necessarily better; its price headline does not include discovery cost.,Provides a finite structured search space and UCT-style allocation rule suitable for sample-complexity and amortization analysis.,"Local PDF abstract, algorithm, objective equation, Table 1, cost table, search-budget details, and limitations were checked; all effects remain source-reported.",skimmed,high
li-2024-autoflow,Can an LM learn to generate a task-solving workflow in natural language while a frozen interpreter executes it?,"A workflow generator is trained with reinforcement learning to output procedural instructions, and a separate frozen interpreter instantiates the described control sequence.","AutoFlow samples candidate natural-language workflows, runs them through an interpreter on OpenAGI tasks, assigns task reward, and updates the generator; transfer is examined across executor models.","Source-reported Table 1 gives Mixtral average scores of 0.1206 zero-shot and 0.1736 few-shot versus 0.3597 and 0.3442 for AutoFlow variants; Table 2 reports GPT-4 averages around 0.6415–0.6501 versus a strongest listed baseline around 0.6104. || The claimed greater-than-40% relative Mixtral and greater-than-5% GPT-4 improvements are benchmark- and denominator-sensitive, with no sealed workflow-search test or full search-cost accounting verified here.","The generator maximizes expected reward E_{w~pi_theta}[R(Interpreter(w),D)] using policy-gradient-style optimization; no guarantee addresses interpreter mismatch or validation selection.","Preprint evidence on one benchmark family, limited model/task breadth, natural-language workflows with ambiguous execution semantics, adaptive reward use, and unreported total optimization cost constrain causal conclusions.",Train a workflow-producing LM against task rewards while keeping an interpreter fixed; serialize the learned procedure as text and have the interpreter call tools or models according to it.,"Workflow policy and execution engine can be decoupled, allowing persistent procedures to transfer across executor backbones.",Reported gains do not establish that natural-language generation beats simpler hand-written or searched DSL workflows at matched total compute.,Exposes a two-level stochastic policy in which generator error and interpreter error can be separated in expected utility.,"Local PDF abstract, model formulation, OpenAGI protocol, Tables 1–2, transfer discussion, and stated limitations were checked; experiments were not rerun.",skimmed,medium
shang-2024-agentsquare,Can modular agent components be recombined automatically to discover better agent systems across heterogeneous environments?,"An agent is factored into planning, reasoning, tool-use, and memory modules; search composes catalogued module implementations and scores complete agents.","AgentSquare builds a component library from prior agents, uses a surrogate-assisted search procedure to propose tuples A=(P,R,T,M), evaluates them on six benchmarks, and studies transfer and module choices.","Table 1 reports AgentSquare scores 0.607/0.695/0.781/0.524/0.583/0.669 on WebShop/ALFWorld/SciWorld/M3Tool/TravelPlanner/PDDL versus ADAS 0.521/0.543/0.754/0.475/0.373/0.568. || The search starts from human-engineered modules and uses a surrogate and extra evaluations whose cost is excluded from the task scores, so results support recombination within a curated space rather than autonomous invention.",The formal problem is argmax over the Cartesian product P×R×T×M of an empirical evaluator; the surrogate estimates candidate value but the paper proves no regret or generalization bound.,"Component boundaries and implementations are manually curated, benchmark metrics are heterogeneous, optimization budgets and inference calls differ, and module interactions make marginal attribution difficult.","Index existing planning, reasoning, tool, and memory modules; encode each candidate as a four-part tuple; use predicted and observed performance to choose evaluations; retain the best configuration per domain.",Modular harness interfaces create a tractable architecture-search space and can outperform whole-program search in several environments.,"The result does not show that automatically generated modules are better or that the discovered tuple remains best under a new model, budget, or environment.","A factorial discrete-design formulation makes component interactions, surrogate error, and multiple-comparison corrections explicit.","Local PDF formal tuple, search algorithm, Table 1, component and transfer analyses, and limitations were checked; no independent evaluation was run.",skimmed,high
zhou-2024-symbolic-learning,"Can prompts, tools, and workflow code be optimized together using language-model analogues of loss, gradients, and optimizers?","A language loss critic describes execution failures, a language gradient assigns blame to modules, and a language optimizer edits selected symbolic components.","The framework begins from an existing agent, collects trajectories and evaluator feedback, propagates textual critiques through the computation graph, and applies bounded edits to prompts, tools, or pipeline structure.","Source-reported Table 2 gives an average of 3.8 on software tasks versus 1.6 for GPTs and 2.4 for Agents; Table 3 reports creative-task averages around 6.9 with GPT-3.5 and 7.4 with GPT-4, above listed baselines. || The subjective tasks rely on LM graders, initialization from an existing agent is material, and the study does not identify whether loss wording, blame routing, or extra calls caused the gain.","The method borrows chain-rule notation by propagating textual gradients through a symbolic graph and applies an update theta_{t+1}=Optimizer(theta_t,g_t); these are metaphors/algorithms, not numerical derivatives or convergence theorems.","LM-generated critiques can be inconsistent, changes may destabilize other modules, evaluator and optimizer can share biases, subjective scores lack strong calibration, and compute is not matched to simpler retry baselines.","Log module inputs and outputs, ask a critic for a textual loss, backpropagate module-specific feedback through dependencies, let an optimizer rewrite target artifacts, and reevaluate the revised agent.",Trace-localized feedback can coordinate edits across several harness artifact types rather than optimize a prompt alone.,"Calling text a gradient does not import gradient-descent guarantees, and LM-judge gains are vulnerable to shared-model preference and objective hacking.",Useful for formalizing a directed computation graph and distinguishing true derivatives from heuristic directional edit proposals.,"Local PDF framework sections, update notation, Tables 1–3, ablations, and limitations were checked; subjective evaluations were not reproduced.",skimmed,medium
