source_id,arxiv_id,title,authors,published,updated,primary_category,categories,doi,journal_reference,metadata_source
chen-2023-autoagents,2309.17288,AutoAgents: A Framework for Automatic Agent Generation,Guangyao Chen; Siwei Dong; Yu Shu; Ge Zhang; Jaward Sesay; Börje F. Karlsson; Jie Fu; Yemin Shi,2023-09-29T14:46:30Z,2024-04-29T18:38:26Z,cs.AI,cs.AI,,,arXiv API
yang-2024-agentoccam,2410.13825,AgentOccam: A Simple Yet Strong Baseline for LLM-Based Web Agents,Ke Yang; Yao Liu; Sapana Chaudhary; Rasool Fakoor; Pratik Chaudhari; George Karypis; Huzefa Rangwala,2024-10-17T17:50:38Z,2025-05-24T03:55:22Z,cs.AI,cs.AI; cs.CL,,,arXiv API
saad-falcon-2024-archon,2409.15254,Archon: An Architecture Search Framework for Inference-Time Techniques,Jon Saad-Falcon; Adrian Gamarra Lafuente; Shlok Natarajan; Nahum Maru; Hristo Todorov; Etash Guha; E. Kelly Buchanan; Mayee Chen; Neel Guha; Christopher Ré; Azalia Mirhoseini,2024-09-23T17:53:42Z,2025-06-10T21:52:15Z,cs.LG,cs.LG; cs.AI; cs.CL,,,arXiv API
dang-2025-evolving-orchestration,2505.19591,Multi-Agent Collaboration via Evolving Orchestration,Yufan Dang; Chen Qian; Xueheng Luo; Jingru Fan; Zihao Xie; Ruijie Shi; Weize Chen; Cheng Yang; Xiaoyin Che; Ye Tian; Xuantang Xiong; Lei Han; Zhiyuan Liu; Maosong Sun,2025-05-26T07:02:17Z,2025-10-21T07:30:02Z,cs.CL,cs.CL; cs.AI; cs.MA,,,arXiv API
zhang-2025-swarmagentic,2506.15672,SwarmAgentic: Towards Fully Automated Agentic System Generation via Swarm Intelligence,Yao Zhang; Chenyang Lin; Shijie Tang; Haokun Chen; Shijie Zhou; Yunpu Ma; Volker Tresp,2025-06-18T17:54:55Z,2025-06-18T17:54:55Z,cs.AI,cs.AI; cs.MA,,,arXiv API
wang-2025-evoagentx,2507.03616,EvoAgentX: An Automated Framework for Evolving Agentic Workflows,Yingxu Wang; Siwei Liu; Jinyuan Fang; Zaiqiao Meng,2025-07-04T14:43:10Z,2025-09-23T14:00:26Z,cs.AI,cs.AI,,,arXiv API
tang-2025-autoagent,2502.05957,AutoAgent: A Fully-Automated and Zero-Code Framework for LLM Agents,Jiabin Tang; Tianyu Fan; Chao Huang,2025-02-09T16:53:56Z,2025-10-09T07:27:04Z,cs.AI,cs.AI; cs.CL,,,arXiv API
zhao-2025-a2flow,2511.20693,$A^2Flow:$ Automating Agentic Workflow Generation via Self-Adaptive Abstraction Operators,Mingming Zhao; Xiaokang Wei; Yuanqi Shao; Kaiwen Zhou; Lin Yang; Siwei Rao; Junhui Zhan; Zhitang Chen,2025-11-23T07:32:53Z,2025-11-23T07:32:53Z,cs.AI,cs.AI; cs.MA,,,arXiv API
lou-2026-autoharness,2603.03329,AutoHarness: improving LLM agents by automatically synthesizing a code harness,Xinghua Lou; Miguel Lázaro-Gredilla; Antoine Dedieu; Carter Wendelken; Wolfgang Lehrach; Kevin P. Murphy,2026-02-10T14:12:54Z,2026-02-10T14:12:54Z,cs.CL,cs.CL; cs.AI,,,arXiv API
yang-2026-evotool,,EVOTOOL: Self-Evolving Tool-Use Policy Optimization in LLM Agents via Blame-Aware Mutation and Diversity-Aware Selection,Shuo Yang; Caren Han; Xueqi Ma; Yan Li; Mohammad Reza Ghasemi Madani; Eduard Hovy,2026-07-01T00:00:00Z,2026-07-01T00:00:00Z,,,10.18653/v1/2026.acl-long.2016,Proceedings of ACL 2026 Volume 1 pages 43553-43572,ACL Anthology record
cheng-2026-mem2evolve,,Mem2Evolve: Towards Self-Evolving Agents via Co-Evolutionary Capability Expansion and Experience Distillation,Zihao Cheng; Zeming Liu; Yingyu Shan; Xinyi Wang; Xiangrong Zhu; Yunpu Ma; Hongru Wang; Yuhang Guo; Wei Lin; Yunhong Wang,2026-07-01T00:00:00Z,2026-07-01T00:00:00Z,,,10.18653/v1/2026.acl-long.952,Proceedings of ACL 2026 Volume 1 pages 20784-20831,ACL Anthology record
liu-2026-adaptive-auto-harness,2606.01770,Adaptive Auto-Harness: Sustained Self-Improvement for Agentic System Deployment on Open-Ended Task Streams,Zewen Liu; Zhan Shi; Yisi Sang; Bing He; Minhua Lin; Tianxin Wei; Dakuo Wang; Benoit Dumoulin; Wei Jin; Hanqing Lu,2026-06-01T06:51:14Z,2026-06-03T05:59:44Z,cs.LG,cs.LG; cs.AI,,,arXiv API
lin-2026-harness-updating,2605.30621,Harness Updating Is Not Harness Benefit: Disentangling Evolution Capabilities in Self-Evolving LLM Agents,Minhua Lin; Juncheng Wu; Zijun Wang; Zhan Shi; Yisi Sang; Bing He; Zewen Liu; Tianxin Wei; Zongyu Wu; Zhiwei Zhang; Dakuo Wang; Xiang Zhang; Benoit Dumoulin; Cihang Xie; Yuyin Zhou; Suhang Wang; Hanqing Lu,2026-05-28T22:16:14Z,2026-05-28T22:16:14Z,cs.AI,cs.AI,,,arXiv API
zhang-2026-self-harness,2606.09498,Self-Harness: Harnesses That Improve Themselves,Hangfan Zhang; Shao Zhang; Kangcong Li; Chen Zhang; Yang Chen; Yiqun Zhang; Lei Bai; Shuyue Hu,2026-06-08T13:50:23Z,2026-08-20T08:48:51Z,cs.CL,cs.CL,,,arXiv API
luo-2026-harnessbank,2607.13683,HarnessBank: Semantic Gene-Bank Search with Gated Verification for Agent-Harness Self-Evolution,Xiaotian Luo; Dizhan Xue; Fengxingyu Wang; Chuanrui Hu; Yafeng Deng,2026-07-15T10:26:26Z,2026-07-30T08:41:14Z,cs.CL,cs.CL,,,arXiv API
zhou-2026-hsi,2608.08466,Hierarchical Self-Improvement: A Framework for Task-Specific Evolvable Agent Harnesses,Tailin Zhou,2026-08-09T04:17:11Z,2026-08-09T04:17:11Z,cs.AI,cs.AI,,,arXiv API
wei-2026-evo-harness,2608.15071,Evo-Harness: Context-to-Harness Skill Compilation for Self-Evolving Agents,Tianxin Wei; Zhan Shi; Minhua Lin; Bing He; Zewen Liu; Yisi Sang; Yuanchen Bei; Xuying Ning; Jiaru Zou; Ting-Wei Li; Xiao Lin; Yanjun Zhao; Chi Wang; Benoit Dumoulin; Dakuo Wang; Jingrui He; Hanqing Lu,2026-08-15T06:43:56Z,2026-08-30T19:47:36Z,cs.AI,cs.AI; cs.CL,,,arXiv API
