source_id,title,authors_or_org,year,source_class,publication_status,canonical_url,pdf_path,note_path,accessed,sha256,review_status,license_or_access_notes
packer-2023-memgpt,MemGPT: Towards LLMs as Operating Systems,Charles Packer; Sarah Wooders; Kevin Lin; Vivian Fang; Shishir G. Patil; Ion Stoica; Joseph E. Gonzalez,2023,academic-preprint,preprint,https://arxiv.org/abs/2310.08560,papers/academic/packer-2023-memgpt.pdf,paper-notes/packer-2023-memgpt.md,2026-09-04,9f674bcff69c86f11c813dcfad613d8841f5f8ed17979e3c4df06a91df7762e0,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
pan-2023-reasoning-action-eval,On Evaluating the Integration of Reasoning and Action in LLM Agents,Linyong Nan; Ellen Zhang; Weijin Zou; Yilun Zhao; Wenfei Zhou; Arman Cohan,2023,academic-preprint,preprint,https://arxiv.org/abs/2311.09721,papers/academic/pan-2023-reasoning-action-eval.pdf,paper-notes/pan-2023-reasoning-action-eval.md,2026-09-04,465fd5d7fa6594115aa7764008711b7d9f4fee22eb050098e10feae7055a194b,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
pan-2026-natural-language-harnesses,Natural-Language Agent Harnesses,Linyue Pan; Lexiao Zou; Shuo Guo; Jingchen Ni; Hai-Tao Zheng,2026,academic-preprint,preprint,https://arxiv.org/abs/2603.25723,papers/academic/pan-2026-natural-language-harnesses.pdf,paper-notes/pan-2026-natural-language-harnesses.md,2026-09-04,8de9eb2456a52487f3db5839e2cab6ae044017260d700183c99de9c14dcbf8dc,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
paranjape-2023-art,ART: Automatic multi-step reasoning and tool-use for large language models,Bhargavi Paranjape; Scott Lundberg; Sameer Singh; Hannaneh Hajishirzi; Luke Zettlemoyer; Marco Tulio Ribeiro,2023,academic-preprint,preprint,https://arxiv.org/abs/2303.09014,papers/academic/paranjape-2023-art.pdf,paper-notes/paranjape-2023-art.md,2026-09-04,b93afc2d95a82fbf1204f5cae3a0322aec2ca6ff258ab45115d7f047bcd5593f,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
park-2023-generative-agents,Generative Agents: Interactive Simulacra of Human Behavior,Joon Sung Park; Joseph C. O'Brien; Carrie J. Cai; Meredith Ringel Morris; Percy Liang; Michael S. Bernstein,2023,academic-publication,UIST-2023,https://arxiv.org/abs/2304.03442,papers/academic/park-2023-generative-agents.pdf,paper-notes/park-2023-generative-agents.md,2026-09-04,1b31e77fb24d25d7598f2c49e955d12a28b95a6dabad34acdac40f44bfb7a139,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
patil-2023-gorilla,Gorilla: Large Language Model Connected with Massive APIs,Shishir G. Patil; Tianjun Zhang; Xin Wang; Joseph E. Gonzalez,2023,academic-preprint,preprint,https://arxiv.org/abs/2305.15334,papers/academic/patil-2023-gorilla.pdf,paper-notes/patil-2023-gorilla.md,2026-09-04,1aeae54095cdae3a3ebaa29f7af0919d666e0c87d961848ae85b991b3c022718,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
patil-2025-bfcl,The Berkeley Function Calling Leaderboard BFCL: From Tool Use to Agentic Evaluation of Large Language Models,Shishir G. Patil; Huanzhi Mao; Fanjia Yan; Charlie Cheng-Jie Ji; Vishnu Suresh; Ion Stoica; Joseph E. Gonzalez,2025,academic-publication,ICML-2025,https://proceedings.mlr.press/v267/patil25a.html,papers/academic/patil-2025-bfcl.pdf,paper-notes/patil-2025-bfcl.md,2026-09-04,5248f4770823b2a73fd52e3b12339d94121ff1b359c45163c5a47168edab7a2f,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
prasad-2024-adapt,ADaPT: As-Needed Decomposition and Planning with Language Models,Archiki Prasad; Alexander Koller; Mareike Hartmann; Peter Clark; Ashish Sabharwal; Mohit Bansal; Tushar Khot,2024,academic-publication,NAACL-2024,https://arxiv.org/abs/2311.05772,papers/academic/prasad-2024-adapt.pdf,paper-notes/prasad-2024-adapt.md,2026-09-04,9de7a8f3fa07efc9b35c5dac4f5d7a8b55720e3eeaa9f65788aa06a54aa05a0f,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
prathifkumar-2025-swe-memory,Does SWE-Bench-Verified Test Agent Ability or Model Memory?,Thanosan Prathifkumar; Noble Saji Mathews; Meiyappan Nagappan,2025,academic-preprint,preprint,https://arxiv.org/abs/2512.10218,papers/academic/prathifkumar-2025-swe-memory.pdf,paper-notes/prathifkumar-2025-swe-memory.md,2026-09-04,704998200abd6d5957ecdfcff52faa3a5bc9c14cf31d83b18f723128aeed393f,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
qian-2024-scaling-collaboration,Scaling Large-Language-Model-based Multi-Agent Collaboration,Chen Qian; Zihao Xie; YiFei Wang; Wei Liu; Kunlun Zhu; Hanchen Xia; Yufan Dang; Zhuoyun Du; Weize Chen; Cheng Yang; Zhiyuan Liu; Maosong Sun,2024,academic-preprint,preprint,https://arxiv.org/abs/2406.07155,papers/academic/qian-2024-scaling-collaboration.pdf,paper-notes/qian-2024-scaling-collaboration.md,2026-09-04,218988f7944195a66d57383f4089b01151a3babf86e5e13a3d65b146baddda4f,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
qin-2023-toolllm,ToolLLM: Facilitating Large Language Models to Master 16000+ Real-world APIs,Yujia Qin; Shihao Liang; Yining Ye; Kunlun Zhu; Lan Yan; Yaxi Lu; Yankai Lin; Xin Cong; Xiangru Tang; Bill Qian; Sihan Zhao; Lauren Hong; Runchu Tian; Ruobing Xie; Jie Zhou; Mark Gerstein; Dahai Li; Zhiyuan Liu; Maosong Sun,2023,academic-publication,ICLR-2024,https://arxiv.org/abs/2307.16789,papers/academic/qin-2023-toolllm.pdf,paper-notes/qin-2023-toolllm.md,2026-09-04,295299721d67b250661fb6598bee86a2e9fe766241fdc08dd7cf389e984b4d1a,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
robeyns-2025-sica,A Self-Improving Coding Agent,Maxime Robeyns; Martin Szummer; Laurence Aitchison,2025,academic-preprint,preprint,https://arxiv.org/abs/2504.15228,papers/academic/robeyns-2025-sica.pdf,paper-notes/robeyns-2025-sica.md,2026-09-04,97781b82ed43a330f491a35f772360bc3a9e7b47c5817e8889a0e1fec1115a15,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
ruaibox-2026-agent-systems-harness,Agent Systems with Harness Engineering,Xinyu Tang; Han Peng; Guoxin Chen; Yuze Shi; Zitao Su; Peiyu Liu; Wayne Xin Zhao; Yawen Li; Zhe Xue,2026,academic-publication,OpenReview-2026,https://openreview.net/forum?id=nM5tDHrQsx,papers/academic/ruaibox-2026-agent-systems-harness.pdf,paper-notes/ruaibox-2026-agent-systems-harness.md,2026-09-04,3b6a78f65cd82da0c7210677c04bdb49cdfe56934b7e4b5cda2073d2a05df57c,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
ruan-2023-toolemu,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,Yangjun Ruan; Honghua Dong; Andrew Wang; Silviu Pitis; Yongchao Zhou; Jimmy Ba; Yann Dubois; Chris J. Maddison; Tatsunori Hashimoto,2023,academic-publication,ICLR-2024,https://arxiv.org/abs/2309.15817,papers/academic/ruan-2023-toolemu.pdf,paper-notes/ruan-2023-toolemu.md,2026-09-04,2d746c512086bd47084e616a0848c6dd25052dfe8b6da64e42e4c5e2f0050722,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
russo-2016-adaptive-bias,How Much Does Your Data Exploration Overfit? Controlling Bias via Information Usage,Daniel Russo; James Zou,2016,academic-publication,IEEE-TIT-2020,https://arxiv.org/abs/1511.05219,papers/academic/russo-2016-adaptive-bias.pdf,paper-notes/russo-2016-adaptive-bias.md,2026-09-04,6cde2c14238f0440e1506458ff28cd609d26104dc232579a3fe0361ec42e7c38,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
saad-falcon-2024-archon,Archon: An Architecture Search Framework for Inference-Time Techniques,Jon Saad-Falcon; Adrian Gamarra Lafuente; Shlok Natarajan; Nahum Maru; Hristo Todorov; Etash Guha; E. Kelly Buchanan; Mayee Chen; Neel Guha; Christopher Ré; Azalia Mirhoseini,2024,academic-publication,ICML-2025,https://arxiv.org/abs/2409.15254,papers/academic/saad-falcon-2024-archon.pdf,paper-notes/saad-falcon-2024-archon.md,2026-09-04,7531f7bd335276b326b0230d0cc000ef022251079330a7f7c2e278defad7f3ef,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
schaeffer-2025-power-laws,How Do Large Language Monkeys Get Their Power (Laws)?,Rylan Schaeffer; Joshua Kazdan; John Hughes; Jordan Juravsky; Sara Price; Aengus Lynch; Erik Jones; Robert Kirk; Azalia Mirhoseini; Sanmi Koyejo,2025,academic-publication,ICML-2025,https://arxiv.org/abs/2502.17578,papers/academic/schaeffer-2025-power-laws.pdf,paper-notes/schaeffer-2025-power-laws.md,2026-09-04,f92c1a62f7e7a5aac8e9d0622fb4dca3ae85e4b735465c08702e80bf709cae65,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
schick-2023-toolformer,Toolformer: Language Models Can Teach Themselves to Use Tools,Timo Schick; Jane Dwivedi-Yu; Roberto Dessì; Roberta Raileanu; Maria Lomeli; Luke Zettlemoyer; Nicola Cancedda; Thomas Scialom,2023,academic-publication,NeurIPS-2023,https://arxiv.org/abs/2302.04761,papers/academic/schick-2023-toolformer.pdf,paper-notes/schick-2023-toolformer.md,2026-09-04,6d7483d94653008e40c2058a1c22441c92e3713dae278b6361e8efc447c99522,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
schmidhuber-2003-godel-machines,Goedel Machines: Self-Referential Universal Problem Solvers Making Provably Optimal Self-Improvements,Juergen Schmidhuber,2003,academic-publication,AGI-2007,https://arxiv.org/abs/cs/0309048,papers/academic/schmidhuber-2003-godel-machines.pdf,paper-notes/schmidhuber-2003-godel-machines.md,2026-09-04,1b9e2aa5504e3c6709bbde5c37c0f56561f62ec40684e4d4388116ee8b780ffd,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
schneider-2025-overtuning,Overtuning in Hyperparameter Optimization,Lennart Schneider; Bernd Bischl; Matthias Feurer,2025,academic-publication,AutoML-2025,https://arxiv.org/abs/2506.19540,papers/academic/schneider-2025-overtuning.pdf,paper-notes/schneider-2025-overtuning.md,2026-09-04,08c5c9e2286bc70187632483d2a3bfd27586e805992e92026f83ff43f8e37376,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
selfopt-ace,Agentic Context Engineering (ACE),ace-agent,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/ace-agent/ace,,source-notes/selfopt-ace.md,2026-09-04,,reviewed,Apache-2.0; snapshot: main commit 82709de050e1db6e6ef2f07bcb0393560b94992a (2026-08-24); no GitHub releases
selfopt-adas,Automated Design of Agentic Systems (ADAS): Meta Agent Search,"Shengran Hu, Cong Lu, and Jeff Clune",2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/ShengranHu/ADAS,,source-notes/selfopt-adas.md,2026-09-04,,reviewed,Apache-2.0; snapshot: main commit 2702bee8fefda42255efc5be9f60e3bd3db96ae4 (2025-01-28); no GitHub releases
selfopt-aflow,AFlow: Automating Agentic Workflow Generation,FoundationAgents,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/FoundationAgents/AFlow,,source-notes/selfopt-aflow.md,2026-09-04,,reviewed,MIT; snapshot: main commit 3f457218fc716093fe53f6df8a5d5e6379d66346 (2025-12-25); no GitHub releases
selfopt-agent-lightning,Agent Lightning v1.0,Microsoft,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/microsoft/agent-lightning,,source-notes/selfopt-agent-lightning.md,2026-09-04,,reviewed,MIT; v1.0 is a complete redesign and pre-v1 behavior lives on the v0.x branch; snapshot: v1.0.1 (2026-08-24); main commit 218f1f7c0bac0800de4d5a4e5e6f61cf7b5038b4 (2026-09-02)
selfopt-agentopt,AgentOpt,AgentOptimizer,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/AgentOptimizer/agentopt,,source-notes/selfopt-agentopt.md,2026-09-04,,reviewed,Apache-2.0; snapshot: v0.1.0 (2026-03-23); main commit 08b2d2c7fe370c884d956afbe540a09abc163c27 (2026-07-18)
selfopt-agentsquare,AgentSquare: Automatic LLM Agent Search in Modular Design Space,Tsinghua FIB Lab,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/tsinghua-fib-lab/AgentSquare,,source-notes/selfopt-agentsquare.md,2026-09-04,,reviewed,No root license detected; public source is not legally open-source by default; snapshot: main commit 8f5b3fe5d8a32f9b59d20370823bef2a2c86928c (2025-11-04); no GitHub releases
selfopt-archon,Archon: Inference-Time Architecture Search,Scaling Intelligence,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/ScalingIntelligence/Archon,,source-notes/selfopt-archon.md,2026-09-04,,reviewed,Apache-2.0; snapshot: main commit 07114d77af283b6e8185a49ebf22216fdbbf2a55 (2025-03-07); no GitHub releases
selfopt-autoflow,AutoFlow: Automated Workflow Generation for Large Language Model Agents,AGI Research / Zelong Li et al.,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/agiresearch/AutoFlow,,source-notes/selfopt-autoflow.md,2026-09-04,,reviewed,Apache-2.0; snapshot: main commit 47203078a17e6612c79fe190d437ea58ae8c4d51 (2024-09-11); no GitHub releases
selfopt-dspy,DSPy Optimizers: MIPROv2 and GEPA/Flex,Stanford NLP,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/stanfordnlp/dspy,,source-notes/selfopt-dspy.md,2026-09-04,,reviewed,MIT; dspy.GEPA delegates its core search engine to the separately MIT-licensed gepa package; snapshot: 3.3.1 (2026-08-21); main commit 35ef21f1689576c4fbe06c27e22eabb5db1b24b6 (2026-09-04)
selfopt-evoagent,EvoAgent: Towards Automatic Multi-Agent Generation via Evolutionary Algorithms,Siyu Yuan et al.,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/siyuyuan/evoagent,,source-notes/selfopt-evoagent.md,2026-09-04,,reviewed,No root license detected; a nested TravelPlanner license does not license the repository as a whole; snapshot: main commit fc6d087b119df69466c2372cfcaf588c040aaba8 (2024-10-19); no GitHub releases
selfopt-evoagentx,EvoAgentX,ANative Lab,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/ANative-Lab/EvoAgentX,,source-notes/selfopt-evoagentx.md,2026-09-04,,reviewed,Root LICENSE begins MIT; GitHub metadata reports NOASSERTION because the file also contains third-party notices; snapshot: v0.1.4 (2026-06-28); main commit d77fd6b9a3e76c8dd83bebe3374c53a3f5d16f54 (2026-08-27)
selfopt-gepa,GEPA: Genetic-Pareto Reflective Optimization,gepa-ai,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/gepa-ai/gepa,,source-notes/selfopt-gepa.md,2026-09-04,,reviewed,MIT; optional meta-harness depends on proprietary Claude Code as proposer; snapshot: v0.1.4 (2026-07-15); main commit 0632cdb5dcc052e690eab439e1b4a7e3e9cfe407 (2026-09-01)
selfopt-gptswarm,GPTSwarm,metauto-ai,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/metauto-ai/GPTSwarm,,source-notes/selfopt-gptswarm.md,2026-09-04,,reviewed,MIT; snapshot: main commit c23a827f561c934ce21dd950408f7606aa4a8821 (2026-02-05); no GitHub releases
selfopt-textgrad,TextGrad: Automatic Differentiation via Text,Zou Group,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/zou-group/textgrad,,source-notes/selfopt-textgrad.md,2026-09-04,,reviewed,MIT; snapshot: v0.1.6 (2024-12-15); main commit 75e912e210864b61999781778cdf756d4468120f (2025-07-25)
sellier-2024-browsergym,The BrowserGym Ecosystem for Web Agent Research,Thibault Le Sellier De Chezelles; Maxime Gasse; Alexandre Drouin; Massimo Caccia; Léo Boisvert; Megh Thakkar; Tom Marty; Rim Assouel; Sahar Omidi Shayegan; Lawrence Keunho Jang; Xing Han Lù; Ori Yoran; Dehan Kong; Frank F. Xu; Siva Reddy; Quentin Cappart; Graham Neubig; Ruslan Salakhutdinov; Nicolas Chapados; Alexandre Lacoste,2024,academic-preprint,preprint,https://arxiv.org/abs/2412.05467,papers/academic/sellier-2024-browsergym.pdf,paper-notes/sellier-2024-browsergym.md,2026-09-04,98d4d9b8088ca6bc5e0efd613389622b53ffedcb36cb285f093f7e6045499491,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
shang-2024-agentsquare,AgentSquare: Automatic LLM Agent Search in Modular Design Space,Yu Shang; Yu Li; Keyu Zhao; Likai Ma; Jiahe Liu; Fengli Xu; Yong Li,2024,academic-publication,ICLR-2025,https://arxiv.org/abs/2410.06153,papers/academic/shang-2024-agentsquare.pdf,paper-notes/shang-2024-agentsquare.md,2026-09-04,5d83a6ba6a64a1b79364200a98a733fbaa32e9dad826ffe7b8433a9e9d0aa57a,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
shannon-1959-rate-distortion,Coding Theorems for a Discrete Source With a Fidelity Criterion,Claude E. Shannon,1959,academic-publication,IRE-1959,https://ieeexplore.ieee.org/document/1057299,papers/academic/shannon-1959-rate-distortion.pdf,paper-notes/shannon-1959-rate-distortion.md,2026-09-04,bae66c898e04c7088fcadd6232a53b9d3fe66f344f947dab0a34381c1a0a5955,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
shen-2023-hugginggpt,HuggingGPT: Solving AI Tasks with ChatGPT and its Friends in Hugging Face,Yongliang Shen; Kaitao Song; Xu Tan; Dongsheng Li; Weiming Lu; Yueting Zhuang,2023,academic-publication,NeurIPS-2023,https://arxiv.org/abs/2303.17580,papers/academic/shen-2023-hugginggpt.pdf,paper-notes/shen-2023-hugginggpt.md,2026-09-04,5add5f7ff9041299c305769d49615e1ac2de2229e17c46e0811d1a60f94d6e3b,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
sheng-2024-self-improving-computer-agent,From Language Models to Practical Self-Improving Computer Agents,Alex Sheng,2024,academic-preprint,preprint,https://arxiv.org/abs/2404.11964,papers/academic/sheng-2024-self-improving-computer-agent.pdf,paper-notes/sheng-2024-self-improving-computer-agent.md,2026-09-04,54b99fcf52c64c4d94b58205977004229b0c3223cb9077c32974799a1dbdd4b3,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
shinn-2023-reflexion,Reflexion: Language Agents with Verbal Reinforcement Learning,Noah Shinn; Federico Cassano; Edward Berman; Ashwin Gopinath; Karthik Narasimhan; Shunyu Yao,2023,academic-publication,NeurIPS-2023,https://arxiv.org/abs/2303.11366,papers/academic/shinn-2023-reflexion.pdf,paper-notes/shinn-2023-reflexion.md,2026-09-04,6059b6f89fea9959bd3dab553fbb97756a3dfb1b15e3cbab2fbf3ab6664333bd,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
siegel-2025-core-bench,CORE-Bench: Fostering the Credibility of Published Research Through a Computational Reproducibility Agent Benchmark,Zachary S. Siegel; Sayash Kapoor; Nitya Nadgir; Benedikt Stroebl; Arvind Narayanan,2025,academic-publication,TMLR-2025,https://arxiv.org/abs/2409.11363,papers/academic/siegel-2025-core-bench.pdf,paper-notes/siegel-2025-core-bench.md,2026-09-04,1d1fbe8a3cf472fc468495e6a3bcd6b90224ba1eae3dac8d8174f98d666c3d76,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
smith-2006-optimizers-curse,The Optimizer's Curse: Skepticism and Postdecision Surprise in Decision Analysis,James E. Smith; Robert L. Winkler,2006,academic-publication,Management-Science-2006,https://doi.org/10.1287/mnsc.1050.0451,papers/academic/smith-2006-optimizers-curse.pdf,paper-notes/smith-2006-optimizers-curse.md,2026-09-04,c5e9b6e38f9eae8959114fbdc56399cf6747ff1c4820305f7e311b12e4b35f7e,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
snell-2024-test-time-compute,Scaling LLM Test-Time Compute Optimally can be More Effective than Scaling Model Parameters,Charlie Snell; Jaehoon Lee; Kelvin Xu; Aviral Kumar,2024,academic-preprint,preprint,https://arxiv.org/abs/2408.03314,papers/academic/snell-2024-test-time-compute.pdf,paper-notes/snell-2024-test-time-compute.md,2026-09-04,ded7b20b51493258c5ce2a1a024cd33dd752de1fa3373d1207620da4cfe24545,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
solar-lezama-2006-sketch,Combinatorial Sketching for Finite Programs,Armando Solar-Lezama; Liviu Tancau; Rastislav Bodik; Sanjit Seshia; Vijay Saraswat,2006,academic-publication,ASPLOS-2006,https://doi.org/10.1145/1168857.1168907,papers/academic/solar-lezama-2006-sketch.pdf,paper-notes/solar-lezama-2006-sketch.md,2026-09-04,77cb14b219e7e8118d7b12ecb75685ca1225ae6f3246c2db72a874ca8720529f,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
song-2023-restgpt,RestGPT: Connecting Large Language Models with Real-World RESTful APIs,Yifan Song; Weimin Xiong; Dawei Zhu; Wenhao Wu; Han Qian; Mingbo Song; Hailiang Huang; Cheng Li; Ke Wang; Rong Yao; Ye Tian; Sujian Li,2023,academic-preprint,preprint,https://arxiv.org/abs/2306.06624,papers/academic/song-2023-restgpt.pdf,paper-notes/song-2023-restgpt.md,2026-09-04,61e65633db1e073de1690a14f87a5c8104e4540012794b92f9d5eeb0d61a1b34,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
stechly-2024-self-verification-limits,On the Self-Verification Limitations of Large Language Models on Reasoning and Planning Tasks,Kaya Stechly; Karthik Valmeekam; Subbarao Kambhampati,2024,academic-preprint,preprint,https://arxiv.org/abs/2402.08115,papers/academic/stechly-2024-self-verification-limits.pdf,paper-notes/stechly-2024-self-verification-limits.md,2026-09-04,90544a98c961a4c94414d58f8cd39be6f166974e14332abadbdf6a0b41b8e9c4,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
stencil-2026-harness-playbook,The Harness Playbook,Can Bölük / Stencil,2026,engineering-blog,non-peer-reviewed practitioner source,https://stencil.so/blog/harness-playbook,,source-notes/stencil-2026-harness-playbook.md,2026-09-04,,reviewed,Canonical web page reviewed; no redistributed snapshot archived.; snapshot: web version accessed 2026-09-04
stroebl-2026-inference-scaling-flaws,Inference Scaling fLaws: Limits of LLM Resampling with Imperfect Verifiers,Benedikt Stroebl; Sayash Kapoor; Arvind Narayanan,2026,academic-publication,ICLR-2026,https://arxiv.org/abs/2411.17501,papers/academic/stroebl-2026-inference-scaling-flaws.pdf,paper-notes/stroebl-2026-inference-scaling-flaws.md,2026-09-04,b0f844bc5223bd39231e316b05db251e77dd9b92cdc2bd124b84a9fdafdbc200,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
sumers-2024-coala,Cognitive Architectures for Language Agents,Theodore R. Sumers; Shunyu Yao; Karthik Narasimhan; Thomas L. Griffiths,2024,academic-publication,TMLR,https://arxiv.org/abs/2309.02427,papers/academic/sumers-2024-coala.pdf,paper-notes/sumers-2024-coala.md,2026-09-04,fd93d2ef1b94f963b652136b8c792b01d7326d861f5ce918926c043934a48dbe,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
tang-2025-autoagent,AutoAgent: A Fully-Automated and Zero-Code Framework for LLM Agents,Jiabin Tang; Tianyu Fan; Chao Huang,2025,academic-publication,Findings-ACL-2026,https://arxiv.org/abs/2502.05957,papers/academic/tang-2025-autoagent.pdf,paper-notes/tang-2025-autoagent.md,2026-09-04,d3d72179c14c4a66214e53d0d5ed760bb37f9664141c952c3cefa8154addcc41,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
taylor-2020-bounded-rational-self-modification,Performance of Bounded-Rational Agents With the Ability to Self-Modify,Jakub Tětek; Marek Sklenka; Tomáš Gavenčiak,2020,academic-publication,AAAI-2021,https://arxiv.org/abs/2011.06275,papers/academic/taylor-2020-bounded-rational-self-modification.pdf,paper-notes/taylor-2020-bounded-rational-self-modification.md,2026-09-04,496165baae99f4b68d8b66da46376454a918101cc840dbf1ecb76a28a8e04b2c,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
tishby-2000-information-bottleneck,The Information Bottleneck Method,Naftali Tishby; Fernando C. Pereira; William Bialek,2000,academic-publication,Allerton-1999,https://arxiv.org/abs/physics/0004057,papers/academic/tishby-2000-information-bottleneck.pdf,paper-notes/tishby-2000-information-bottleneck.md,2026-09-04,afdbc45366b590086e34faef76ad0570885884489ed32233c8571912ef92ef47,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
ursekar-2026-harnessopt,HarnessOpt-Bench: Evaluating LLMs at Harness Optimization,Varun Ursekar; Apaar Shanker; Yash Maurya; Shehab Yasser; Vijay S. Kalmath; Veronica Chatrath; Yuan Xue,2026,academic-preprint,preprint,https://arxiv.org/abs/2608.06301,papers/academic/ursekar-2026-harnessopt.pdf,paper-notes/ursekar-2026-harnessopt.md,2026-09-04,7e8e92f025ede0b279990a9de59827669ef143ca7bd8e1ced56faea7def28152,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
wallace-2024-instruction-hierarchy,The Instruction Hierarchy: Training LLMs to Prioritize Privileged Instructions,Eric Wallace; Kai Xiao; Reimar Leike; Lilian Weng; Johannes Heidecke; Alex Beutel,2024,academic-preprint,preprint,https://arxiv.org/abs/2404.13208,papers/academic/wallace-2024-instruction-hierarchy.pdf,paper-notes/wallace-2024-instruction-hierarchy.md,2026-09-04,fbc2d65e913e75b8f0ae74e83e3443c36a727636d1038a071a2f10d8be63dac4,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
wang-2022-self-consistency,Self-Consistency Improves Chain of Thought Reasoning in Language Models,Xuezhi Wang; Jason Wei; Dale Schuurmans; Quoc Le; Ed Chi; Sharan Narang; Aakanksha Chowdhery; Denny Zhou,2022,academic-publication,ICLR-2023,https://arxiv.org/abs/2203.11171,papers/academic/wang-2022-self-consistency.pdf,paper-notes/wang-2022-self-consistency.md,2026-09-04,1a49ce0373afc89d2d6e97fb1aa8230f6b818c70590d732a3187f753f4df6aba,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
